organism	domain	temperature
Novosphingobium guangzhouense	Bacteria	23.0
Novosphingobium hassiacum	Bacteria	25.0
Novosphingobium humi	Bacteria	30.0
Novosphingobium indicum	Bacteria	28.0
Novosphingobium ipomoeae	Bacteria	25.0
Novosphingobium kunmingense	Bacteria	28.0
Novosphingobium lentum	Bacteria	20.0
Novosphingobium lentum	Bacteria	23.0
Novosphingobium lindaniclasticum	Bacteria	28.0
Novosphingobium lotistagni	Bacteria	23.0
Novosphingobium lubricantis	Bacteria	26.0
Novosphingobium malaysiense	Bacteria	28.0
Novosphingobium marinum	Bacteria	28.0
Novosphingobium mathurense	Bacteria	28.0
Novosphingobium naphthae	Bacteria	27.0
Novosphingobium naphthalenivorans	Bacteria	30.0
Novosphingobium nitrogenifigens	Bacteria	28.0
Novosphingobium oryzae	Bacteria	30.0
Novosphingobium panipatense	Bacteria	28.0
Novosphingobium pentaromativorans	Bacteria	30.0
Novosphingobium piscinae	Bacteria	30.0
Novosphingobium pokkalii	Bacteria	28.0
Novosphingobium resinovorum	Bacteria	25.0
Novosphingobium resinovorum	Bacteria	28.0
Novosphingobium resinovorum	Bacteria	30.0
Novosphingobium rhizosphaerae	Bacteria	28.0
Novosphingobium rosa	Bacteria	28.0
Novosphingobium sediminicola	Bacteria	28.0
Novosphingobium soli	Bacteria	28.0
Novosphingobium sp.	Bacteria	28.0
Novosphingobium sp.	Bacteria	30.0
Novosphingobium sp.	Bacteria	37.0
Novosphingobium stygium	Bacteria	30.0
Novosphingobium subterraneum	Bacteria	30.0
Novosphingobium taihuense	Bacteria	30.0
Novosphingobium tardaugens	Bacteria	28.0
Nubsella zeaxanthinifaciens	Bacteria	29.0
Numidum massiliense	Bacteria	37.0
Obesumbacterium proteus	Bacteria	30.0
Oblitimonas alkaliphila	Bacteria	26.0
Oblitimonas alkaliphila	Bacteria	37.0
Occallatibacter riparius	Bacteria	26.0
Occallatibacter riparius	Bacteria	28.0
Occallatibacter savannae	Bacteria	26.0
Occidentia massiliensis	Bacteria	28.0
Oceanibacterium hippocampi	Bacteria	20.0
Oceanibaculum indicum	Bacteria	26.0
Oceanibaculum nanhaiense	Bacteria	28.0
Oceanibaculum pacificum	Bacteria	28.0
Oceanicaulis alexandrii	Bacteria	30.0
Oceanicaulis stylophorae	Bacteria	30.0
Oceanicella actignis	Bacteria	50.0
Oceanicella actignis	Bacteria	55.0
Oceanicola granulosus	Bacteria	30.0
Oceanicola litoreus	Bacteria	30.0
Oceanicola sp.	Bacteria	28.0
Oceaniglobus indicus	Bacteria	21.0
Oceanihabitans sediminis	Bacteria	18.0
Oceanimonas baumannii	Bacteria	28.0
Oceanimonas doudoroffii	Bacteria	25.0
Oceanimonas doudoroffii	Bacteria	30.0
Oceanimonas doudoroffii	Bacteria	33.0
Oceanimonas smirnovii	Bacteria	28.0
Oceanirhabdus sediminicola	Bacteria	35.0
Oceaniserpentilla haliotis	Bacteria	20.0
Oceanisphaera arctica	Bacteria	21.0
Oceanisphaera donghaensis	Bacteria	30.0
Oceanisphaera halophilus	None	30.0
Oceanisphaera litoralis	Bacteria	28.0
Oceanisphaera ostreae	Bacteria	30.0
Oceanisphaera sediminis	Bacteria	28.0
Oceanisphaera sp.	Bacteria	25.0
Oceanisphaera sp.	Bacteria	28.0
Oceanispirochaeta litoralis	Bacteria	30.0
Oceanispirochaeta sediminicola	Bacteria	25.0
Oceanithermus desulfurans	Bacteria	60.0
Oceanithermus profundus	Bacteria	60.0
Oceanivirga salmonicida	Bacteria	19.0
Oceanobacillus caeni	Bacteria	30.0
Oceanobacillus caeni	Bacteria	37.0
Oceanobacillus chironomi	Bacteria	30.0
Oceanobacillus chungangensis	Bacteria	29.0
Oceanobacillus damuensis	Bacteria	28.0
Oceanobacillus endoradicis	Bacteria	30.0
Oceanobacillus halophilus	Bacteria	33.0
Oceanobacillus iheyensis	Bacteria	28.0
Oceanobacillus indicireducens	Bacteria	37.0
Oceanobacillus kapialis	Bacteria	30.0
Oceanobacillus kimchii	Bacteria	30.0
Oceanobacillus locisalsi	Bacteria	30.0
Oceanobacillus longus	Bacteria	35.0
Oceanobacillus neutriphilus	Bacteria	30.0
Oceanobacillus oncorhynchi	Bacteria	28.0
Oceanobacillus oncorhynchi	Bacteria	30.0
Oceanobacillus oncorhynchi	Bacteria	37.0
Oceanobacillus pacificus	Bacteria	30.0
Oceanobacillus picturae	Bacteria	28.0
Oceanobacillus picturae	Bacteria	37.0
Oceanobacillus polygoni	Bacteria	30.0
Oceanobacillus profundus	Bacteria	30.0
Oceanobacillus profundus	Bacteria	37.0
Oceanobacillus rekensis	Bacteria	28.0
Oceanobacillus sojae	Bacteria	30.0
Oceanobacillus sojae	Bacteria	37.0
Oceanobacillus sp.	Bacteria	30.0
Oceanobacter kriegii	Bacteria	25.0
Oceanobacter kriegii	Bacteria	28.0
Oceanospirillum beijerinckii	Bacteria	25.0
Oceanospirillum beijerinckii	Bacteria	30.0
Oceanospirillum linum	Bacteria	25.0
Oceanospirillum maris	Bacteria	25.0
Oceanospirillum maris	Bacteria	30.0
Oceanospirillum multiglobuliferum	Bacteria	25.0
Oceanospirillum vagum	Bacteria	25.0
Oceanotoga sp.	Bacteria	37.0
Oceanotoga teriensis	Bacteria	55.0
Ochrobactrum anthropi	Bacteria	25.0
Ochrobactrum anthropi	Bacteria	28.0
Ochrobactrum anthropi	Bacteria	30.0
Ochrobactrum anthropi	Bacteria	34.0
Ochrobactrum anthropi	Bacteria	37.0
Ochrobactrum ciceri	Bacteria	30.0
Ochrobactrum cytisi	Bacteria	26.0
Ochrobactrum daejeonense	Bacteria	30.0
Ochrobactrum endophyticum	Bacteria	30.0
Ochrobactrum gallinifaecis	Bacteria	25.0
Ochrobactrum grignonense	Bacteria	30.0
Ochrobactrum haematophilum	Bacteria	30.0
Ochrobactrum haematophilum	Bacteria	37.0
Ochrobactrum intermedium	Bacteria	30.0
Ochrobactrum lupini	Bacteria	28.0
Ochrobactrum oryzae	Bacteria	28.0
Ochrobactrum pecoris	Bacteria	30.0
Ochrobactrum pituitosum	Bacteria	30.0
Ochrobactrum pseudintermedium	Bacteria	37.0
Ochrobactrum pseudogrignonense	Bacteria	30.0
Ochrobactrum rhizosphaerae	Bacteria	28.0
Ochrobactrum sp.	Bacteria	30.0
Ochrobactrum sp.	Bacteria	37.0
Ochrobactrum thiophenivorans	Bacteria	30.0
Ochrobactrum tritici	Bacteria	30.0
Ochrobactrum tritici	Bacteria	37.0
Octadecabacter antarcticus	Bacteria	4.0
Octadecabacter arcticus	Bacteria	4.0
Octadecabacter ascidiaceicola	Bacteria	25.0
Octadecabacter ponticola	Bacteria	30.0
Octadecabacter temperatus	Bacteria	20.0
Odoribacter denticanis	Bacteria	37.0
Odoribacter laneus	Bacteria	37.0
Odoribacter splanchnicus	Bacteria	37.0
Oenococcus alcoholitolerans	Bacteria	30.0
Oenococcus kitaharae	Bacteria	30.0
Oenococcus oeni	Bacteria	22.0
Oenococcus oeni	Bacteria	30.0
Oerskovia enterophila	Bacteria	28.0
Oerskovia enterophila	Bacteria	37.0
Oerskovia jenensis	Bacteria	28.0
Oerskovia jenensis	Bacteria	30.0
Oerskovia paurometabola	Bacteria	28.0
Oerskovia sp.	Bacteria	28.0
Oerskovia turbata	Bacteria	28.0
Oerskovia turbata	Bacteria	30.0
Oharaeibacter diazotrophicus	Bacteria	23.0
Ohtaekwangia koreensis	None	28.0
Ohtaekwangia kribbensis	None	28.0
Okibacterium endophyticum	Bacteria	28.0
Okibacterium fritillariae	Bacteria	28.0
Olegusella massiliensis	Bacteria	37.0
Oleiagrimonas citrea	Bacteria	30.0
Oleiagrimonas soli	Bacteria	23.0
Oleibacter marinus	Bacteria	28.0
Oleiphilus messinensis	Bacteria	28.0
Oleispira antarctica	Bacteria	15.0
Oligella ureolytica	Bacteria	30.0
Oligella ureolytica	Bacteria	37.0
Oligella urethralis	Bacteria	30.0
Oligella urethralis	Bacteria	37.0
Oligoflexus tunisiensis	Bacteria	25.0
Oligosphaera ethanolica	Bacteria	37.0
Oligotropha carboxidovorans	Bacteria	30.0
Oligotropha sp.	Bacteria	28.0
Olivibacter composti	Bacteria	26.0
Olivibacter domesticus	Bacteria	37.0
Olivibacter ginsengisoli	Bacteria	23.0
Olivibacter jilunii	Bacteria	23.0
Olivibacter sitiensis	Bacteria	29.0
Olivibacter soli	Bacteria	26.0
Olivibacter terrae	Bacteria	23.0
Olleya algicola	Bacteria	27.0
Olleya aquimaris	Bacteria	37.0
Olleya marilimosa	Bacteria	25.0
Olleya namhaensis	Bacteria	28.0
Olsenella profusa	Bacteria	37.0
Olsenella scatoligenes	Bacteria	37.0
Olsenella uli	Bacteria	37.0
Olsenella umbonata	Bacteria	37.0
Opitutus paludus	Bacteria	28.0
Opitutus sp.	Bacteria	30.0
Opitutus terrae	Bacteria	28.0
Orbus hercynius	Bacteria	28.0
Orbus sasakiae	Bacteria	23.0
Orenia chitinitropha	Bacteria	28.0
Orenia marismortui	Bacteria	30.0
Orenia salinaria	Bacteria	30.0
Orenia sivashensis	Bacteria	40.0
Oribacterium asaccharolyticum	Bacteria	37.0
Oribacterium parvum	Bacteria	37.0
Oribacterium sinus	Bacteria	37.0
Ornatilinea apprima	Bacteria	42.0
Ornithinibacillus bavariensis	Bacteria	30.0
Ornithinibacillus californiensis	Bacteria	30.0
Ornithinibacillus contaminans	Bacteria	28.0
Ornithinibacillus halophilus	Bacteria	37.0
Ornithinibacillus salinisoli	Bacteria	31.0
Ornithinibacillus scapharcae	Bacteria	30.0
Ornithinibacillus sp.	Bacteria	28.0
Ornithinibacillus sp.	Bacteria	37.0
Ornithinibacter aureus	Bacteria	28.0
Ornithinicoccus halotolerans	Bacteria	30.0
Ornithinicoccus hortensis	Bacteria	28.0
Ornithinicoccus sp.	Bacteria	28.0
Ornithinimicrobium flavum	Bacteria	28.0
Ornithinimicrobium humiphilum	Bacteria	28.0
Ornithinimicrobium kibberense	Bacteria	28.0
Ornithinimicrobium murale	Bacteria	28.0
Ornithinimicrobium muralis	None	30.0
Ornithinimicrobium pekingense	Bacteria	28.0
Ornithinimicrobium sp.	Bacteria	28.0
Ornithinimicrobium sp.	Bacteria	37.0
Ornithinimicrobium tianjinense	Bacteria	30.0
Ornithobacterium rhinotracheale	Bacteria	35.0
Ornithobacterium rhinotracheale	Bacteria	37.0
Oryzihumus leptocrescens	Bacteria	28.0
Oryzihumus soli	Bacteria	23.0
Oryzihumus sp.	Bacteria	30.0
Oryzihumus terrae	Bacteria	28.0
Oryzisolibacter propanilivorax	Bacteria	26.0
Oryzobacter terrae	Bacteria	28.0
Oryzomicrobium terrae	Bacteria	35.0
Oscillatoria sp.	Bacteria	23.0
Oscillibacter ruminantium	Bacteria	38.0
Oscillibacter valericigenes	Bacteria	30.0
Otariodibacter oris	Bacteria	37.0
Ottowia beijingensis	Bacteria	28.0
Ottowia konkukae	Bacteria	37.0
Ottowia pentelensis	Bacteria	28.0
Ottowia thiooxydans	Bacteria	25.0
Owenweeksia hongkongensis	Bacteria	30.0
Oxalicibacterium faecigallinarum	Bacteria	28.0
Oxalicibacterium flavum	Bacteria	28.0
Oxalicibacterium horti	Bacteria	28.0
Oxalicibacterium solurbis	Bacteria	28.0
Oxalobacter formigenes	Bacteria	20.0
Oxalobacter formigenes	Bacteria	37.0
Oxalobacter vibrioformis	Bacteria	30.0
Oxalophagus oxalicus	Bacteria	30.0
Oxobacter pfennigii	Bacteria	37.0
Pacificibacter aestuarii	Bacteria	23.0
Pacificibacter marinus	Bacteria	30.0
Pacificibacter maritimus	Bacteria	30.0
Pacificimonas flava	Bacteria	28.0
Paenalcaligenes hermetiae	Bacteria	29.0
Paenalcaligenes hominis	Bacteria	28.0
Paenalcaligenes hominis	Bacteria	37.0
Paenarthrobacter aurescens	Bacteria	28.0
Paenarthrobacter histidinolovorans	Bacteria	28.0
Paenarthrobacter ilicis	Bacteria	30.0
Paenarthrobacter nicotinovorans	Bacteria	28.0
Paenarthrobacter nitroguajacolicus	Bacteria	28.0
Paenarthrobacter ureafaciens	Bacteria	28.0
Paenarthrobacter ureafaciens	Bacteria	30.0
Paenibacillus abyssi	Bacteria	28.0
Paenibacillus aceris	Bacteria	28.0
Paenibacillus aceti	Bacteria	37.0
Paenibacillus aestuarii	Bacteria	30.0
Paenibacillus agarexedens	Bacteria	30.0
Paenibacillus agaridevorans	Bacteria	30.0
Paenibacillus albidus	Bacteria	21.0
Paenibacillus alginolyticus	Bacteria	30.0
Paenibacillus algorifonticola	Bacteria	25.0
Paenibacillus alkaliterrae	Bacteria	30.0
Paenibacillus alvei	Bacteria	30.0
Paenibacillus alvei	Bacteria	37.0
Paenibacillus amylolyticus	Bacteria	30.0
Paenibacillus amylolyticus	Bacteria	37.0
Paenibacillus anaericanus	Bacteria	28.0
Paenibacillus anaericanus	Bacteria	30.0
Paenibacillus antarcticus	Bacteria	18.0
Paenibacillus antibioticophila	Bacteria	37.0
Paenibacillus apiarius	Bacteria	30.0
Paenibacillus apis	Bacteria	31.0
Paenibacillus arachidis	Bacteria	35.0
Paenibacillus arcticus	Bacteria	20.0
Paenibacillus assamensis	Bacteria	30.0
Paenibacillus aurantiacus	Bacteria	30.0
Paenibacillus azoreducens	Bacteria	30.0
Paenibacillus azotifigens	Bacteria	30.0
Paenibacillus baekrokdamisoli	Bacteria	20.0
Paenibacillus barcinonensis	Bacteria	30.0
Paenibacillus barengoltzii	Bacteria	28.0
Paenibacillus barengoltzii	Bacteria	30.0
Paenibacillus barengoltzii	Bacteria	37.0
Paenibacillus barengolzii	None	37.0
Paenibacillus beijingensis	Bacteria	30.0
Paenibacillus borealis	Bacteria	30.0
Paenibacillus bovis	Bacteria	25.0
Paenibacillus brasilensis	Bacteria	30.0
Paenibacillus brassicae	Bacteria	30.0
Paenibacillus campinasensis	Bacteria	30.0
Paenibacillus campinasensis	Bacteria	37.0
Paenibacillus castaneae	Bacteria	28.0
Paenibacillus catalpae	Bacteria	30.0
Paenibacillus cathormii	Bacteria	30.0
Paenibacillus cavernae	Bacteria	31.0
Paenibacillus cellulosilyticus	Bacteria	30.0
Paenibacillus chartarius	Bacteria	30.0
Paenibacillus chibensis	Bacteria	30.0
Paenibacillus chinjuensis	Bacteria	30.0
Paenibacillus chitinolyticus	Bacteria	30.0
Paenibacillus chitinolyticus	Bacteria	37.0
Paenibacillus chondroitinus	Bacteria	30.0
Paenibacillus chungangensis	Bacteria	28.0
Paenibacillus cineris	Bacteria	28.0
Paenibacillus cineris	Bacteria	30.0
Paenibacillus cisolokensis	Bacteria	48.0
Paenibacillus contaminans	Bacteria	24.0
Paenibacillus contaminans	Bacteria	37.0
Paenibacillus cookii	Bacteria	30.0
Paenibacillus corsicus	None	37.0
Paenibacillus crassostreae	Bacteria	20.0
Paenibacillus cucumis	Bacteria	30.0
Paenibacillus curdlanolyticus	Bacteria	30.0
Paenibacillus daejeonensis	Bacteria	30.0
Paenibacillus dakarensis	Bacteria	30.0
Paenibacillus darwinianus	Bacteria	20.0
Paenibacillus dendritiformis	Bacteria	30.0
Paenibacillus dendritiformis	Bacteria	37.0
Paenibacillus dongdonensis	Bacteria	30.0
Paenibacillus donghaensis	Bacteria	25.0
Paenibacillus durus	Bacteria	30.0
Paenibacillus edaphicus	Bacteria	30.0
Paenibacillus ehimensis	Bacteria	30.0
Paenibacillus elgii	Bacteria	30.0
Paenibacillus elymi	Bacteria	30.0
Paenibacillus endophyticus	Bacteria	25.0
Paenibacillus etheri	Bacteria	28.0
Paenibacillus eucommiae	Bacteria	25.0
Paenibacillus faecis	Bacteria	30.0
Paenibacillus favisporus	Bacteria	30.0
Paenibacillus filicis	Bacteria	30.0
Paenibacillus fonticola	Bacteria	30.0
Paenibacillus forsythiae	Bacteria	30.0
Paenibacillus frigoriresistens	Bacteria	25.0
Paenibacillus gansuensis	Bacteria	30.0
Paenibacillus ginsengarvi	Bacteria	30.0
Paenibacillus ginsengihumi	Bacteria	30.0
Paenibacillus glacialis	Bacteria	22.0
Paenibacillus glucanolyticus	Bacteria	28.0
Paenibacillus glucanolyticus	Bacteria	30.0
Paenibacillus glucanolyticus	Bacteria	37.0
Paenibacillus glycanilyticus	Bacteria	30.0
Paenibacillus glycanilyticus	Bacteria	37.0
Paenibacillus gorillae	Bacteria	37.0
Paenibacillus graminis	Bacteria	30.0
Paenibacillus harenae	Bacteria	30.0
Paenibacillus herberti	Bacteria	30.0
Paenibacillus hispanicus	Bacteria	26.0
Paenibacillus hodogayensis	Bacteria	30.0
Paenibacillus humicus	Bacteria	28.0
Paenibacillus humicus	Bacteria	37.0
Paenibacillus humicus	Bacteria	40.0
Paenibacillus hunanensis	Bacteria	28.0
Paenibacillus ihumii	Bacteria	30.0
Paenibacillus illinoisensis	Bacteria	30.0
Paenibacillus intestini	Bacteria	29.0
Paenibacillus jamilae	Bacteria	30.0
Paenibacillus jilunlii	Bacteria	30.0
Paenibacillus kobensis	Bacteria	30.0
Paenibacillus konsidensis	Bacteria	35.0
Paenibacillus koreensis	Bacteria	30.0
Paenibacillus kribbensis	Bacteria	28.0
Paenibacillus lactis	Bacteria	30.0
Paenibacillus lactis	Bacteria	37.0
Paenibacillus lacus	Bacteria	37.0
Paenibacillus larvae	Bacteria	28.0
Paenibacillus larvae	Bacteria	30.0
Paenibacillus larvae	Bacteria	35.0
Paenibacillus larvae	Bacteria	37.0
Paenibacillus lautus	Bacteria	30.0
Paenibacillus lautus	Bacteria	37.0
Paenibacillus lentimorbus	Bacteria	30.0
Paenibacillus lentus	Bacteria	30.0
Paenibacillus liaoningensis	Bacteria	32.0
Paenibacillus limicola	Bacteria	26.0
Paenibacillus lolii	None	30.0
Paenibacillus lupini	Bacteria	37.0
Paenibacillus macerans	Bacteria	30.0
Paenibacillus macerans	Bacteria	37.0
Paenibacillus macerans	Bacteria	45.0
Paenibacillus macquariensis	Bacteria	20.0
Paenibacillus macquariensis	Bacteria	23.0
Paenibacillus marchantiophytorum	Bacteria	29.0
Paenibacillus massiliensis	Bacteria	30.0
Paenibacillus mendelii	Bacteria	30.0
Paenibacillus methanolicus	Bacteria	24.0
Paenibacillus mobilis	Bacteria	35.0
Paenibacillus montaniterrae	Bacteria	33.0
Paenibacillus motobuensis	Bacteria	30.0
Paenibacillus motobuensis	Bacteria	37.0
Paenibacillus mucilaginosus	Bacteria	37.0
Paenibacillus nanensis	Bacteria	30.0
Paenibacillus naphthalenovorans	Bacteria	30.0
Paenibacillus naphthalenovorans	Bacteria	37.0
Paenibacillus nasutitermitis	Bacteria	25.0
Paenibacillus nebraskensis	Bacteria	24.0
Paenibacillus nematophilus	Bacteria	30.0
Paenibacillus nicotianae	Bacteria	3.0
Paenibacillus oceanisediminis	Bacteria	28.0
Paenibacillus odorifer	Bacteria	30.0
Paenibacillus oryzae	Bacteria	28.0
Paenibacillus pabuli	Bacteria	30.0
Paenibacillus panacisoli	Bacteria	35.0
Paenibacillus pasadenensis	Bacteria	28.0
Paenibacillus pasadenensis	Bacteria	30.0
Paenibacillus pectinilyticus	Bacteria	30.0
Paenibacillus peoriae	Bacteria	30.0
Paenibacillus periandrae	Bacteria	26.0
Paenibacillus phoenicis	Bacteria	28.0
Paenibacillus phoenicis	Bacteria	37.0
Paenibacillus phyllosphaerae	Bacteria	30.0
Paenibacillus physcomitrellae	Bacteria	30.0
Paenibacillus pinihumi	Bacteria	28.0
Paenibacillus pocheonensis	Bacteria	30.0
Paenibacillus polymyxa	Bacteria	30.0
Paenibacillus polysaccharolyticus	Bacteria	29.0
Paenibacillus popilliae	Bacteria	30.0
Paenibacillus prosopidis	Bacteria	28.0
Paenibacillus provencensis	Bacteria	35.0
Paenibacillus pueri	Bacteria	30.0
Paenibacillus puldeungensis	Bacteria	30.0
Paenibacillus purispatii	Bacteria	30.0
Paenibacillus qingshengii	Bacteria	30.0
Paenibacillus radicis	Bacteria	28.0
Paenibacillus relictisesami	Bacteria	30.0
Paenibacillus residui	Bacteria	30.0
Paenibacillus rhizoplanae	Bacteria	29.0
Paenibacillus rhizoryzae	Bacteria	30.0
Paenibacillus rhizosphaerae	Bacteria	30.0
Paenibacillus rigui	Bacteria	26.0
Paenibacillus ripae	Bacteria	30.0
Paenibacillus sabinae	Bacteria	30.0
Paenibacillus sacheonensis	Bacteria	29.0
Paenibacillus salicis	None	30.0
Paenibacillus sanguinis	Bacteria	30.0
Paenibacillus sediminis	Bacteria	30.0
Paenibacillus segetis	Bacteria	34.0
Paenibacillus senegalensis	Bacteria	37.0
Paenibacillus senegalimassiliensis	None	37.0
Paenibacillus septentrionalis	Bacteria	30.0
Paenibacillus sepulcri	Bacteria	30.0
Paenibacillus shenyangensis	Bacteria	30.0
Paenibacillus shirakamiensis	Bacteria	25.0
Paenibacillus shunpengii	Bacteria	30.0
Paenibacillus siamensis	Bacteria	33.0
Paenibacillus silagei	Bacteria	21.0
Paenibacillus silvae	Bacteria	32.0
Paenibacillus solanacearum	Bacteria	28.0
Paenibacillus solani	Bacteria	25.0
Paenibacillus soli	Bacteria	30.0
Paenibacillus sonchi	Bacteria	25.0
Paenibacillus sonchi	Bacteria	30.0
Paenibacillus sophorae	Bacteria	30.0
Paenibacillus sp.	Bacteria	22.0
Paenibacillus sp.	Bacteria	28.0
Paenibacillus sp.	Bacteria	30.0
Paenibacillus sp.	Bacteria	37.0
Paenibacillus sp.	Bacteria	50.0
Paenibacillus sputi	Bacteria	30.0
Paenibacillus stellifer	Bacteria	30.0
Paenibacillus stellifer	Bacteria	37.0
Paenibacillus stellifer	Bacteria	40.0
Paenibacillus taichungensis	Bacteria	28.0
Paenibacillus taichungensis	Bacteria	30.0
Paenibacillus taihuensis	Bacteria	30.0
Paenibacillus taiwanensis	Bacteria	30.0
Paenibacillus taohuashanense	Bacteria	30.0
Paenibacillus tarimensis	Bacteria	30.0
Paenibacillus telluris	Bacteria	30.0
Paenibacillus terrae	Bacteria	30.0
Paenibacillus terreus	Bacteria	30.0
Paenibacillus terrigena	Bacteria	30.0
Paenibacillus thailandensis	Bacteria	30.0
Paenibacillus thermoaerophilus	Bacteria	50.0
Paenibacillus thiaminolyticus	Bacteria	30.0
Paenibacillus tianmuensis	Bacteria	30.0
Paenibacillus tibetensis	Bacteria	20.0
Paenibacillus timonensis	Bacteria	30.0
Paenibacillus translucens	Bacteria	29.0
Paenibacillus tritici	Bacteria	30.0
Paenibacillus triticisoli	Bacteria	30.0
Paenibacillus tundrae	Bacteria	30.0
Paenibacillus turicensis	Bacteria	37.0
Paenibacillus tylopili	Bacteria	30.0
Paenibacillus typhae	Bacteria	28.0
Paenibacillus uliginis	Bacteria	30.0
Paenibacillus urinalis	Bacteria	28.0
Paenibacillus urinalis	Bacteria	35.0
Paenibacillus urinalis	Bacteria	37.0
Paenibacillus validus	Bacteria	30.0
Paenibacillus validus	Bacteria	32.0
Paenibacillus validus	Bacteria	34.0
Paenibacillus validus	Bacteria	37.0
Paenibacillus vulneris	Bacteria	30.0
Paenibacillus wenxiniae	Bacteria	30.0
Paenibacillus woosongensis	Bacteria	30.0
Paenibacillus wulumuqiensis	Bacteria	30.0
Paenibacillus wynnii	Bacteria	22.0
Paenibacillus xanthanilyticus	Bacteria	28.0
Paenibacillus xerothermodurans	Bacteria	30.0
Paenibacillus xinjiangensis	Bacteria	30.0
Paenibacillus xylanexedens	Bacteria	30.0
Paenibacillus xylaniclasticus	Bacteria	37.0
Paenibacillus xylanilyticus	Bacteria	30.0
Paenibacillus xylanisolvens	Bacteria	30.0
Paenibacillus xylanisolvens	Bacteria	37.0
Paenibacillus yanchengensis	Bacteria	29.0
Paenibacillus zanthoxyli	Bacteria	30.0
Paeniclostridium ghonii	Bacteria	37.0
Paeniclostridium sordellii	Bacteria	37.0
Paeniglutamicibacter antarcticus	Bacteria	25.0
Paeniglutamicibacter cryotolerans	Bacteria	16.0
Paeniglutamicibacter gangotriensis	Bacteria	28.0
Paeniglutamicibacter kerguelensis	Bacteria	28.0
Paeniglutamicibacter psychrophenolicus	Bacteria	28.0
Paeniglutamicibacter sulfureus	Bacteria	28.0
Paeniglutamicibacter sulfureus	Bacteria	30.0
Paenisporosarcina antarctica	Bacteria	18.0
Paenisporosarcina indica	Bacteria	20.0
Paenisporosarcina macmurdoensis	Bacteria	18.0
Paenisporosarcina quisquiliarum	Bacteria	26.0
Paenisporosarcina sp.	Bacteria	20.0
Paenisporosarcina sp.	Bacteria	28.0
Paenochrobactrum gallinarii	Bacteria	28.0
Paenochrobactrum glaciei	Bacteria	23.0
Paenochrobactrum pullorum	Bacteria	30.0
Palaeococcus ferrophilus	Archaea	80.0
Palaeococcus helgesonii	Archaea	80.0
Palaeococcus pacificus	Archaea	80.0
Palleronia marisminoris	Bacteria	30.0
Paludibacter propionicigenes	Bacteria	29.0
Paludibacterium paludis	Bacteria	28.0
Paludibacterium purpuratum	Bacteria	29.0
Paludibacterium yongneupense	Bacteria	28.0
Paludibaculum fermentans	Bacteria	25.0
Paludicola psychrotolerans	Bacteria	20.0
Paludifilum halophilum	Bacteria	43.0
Paludisphaera borealis	Bacteria	18.0
Panacagrimonas perspica	Bacteria	28.0
Panacibacter ginsenosidivorans	Bacteria	24.0
Pandoraea apista	Bacteria	37.0
Pandoraea faecigallinarum	Bacteria	28.0
Pandoraea norimbergensis	Bacteria	28.0
Pandoraea norimbergensis	Bacteria	30.0
Pandoraea norimbergensis	Bacteria	37.0
Pandoraea oxalativorans	Bacteria	28.0
Pandoraea pnomenusa	Bacteria	28.0
Pandoraea pnomenusa	Bacteria	30.0
Pandoraea pnomenusa	Bacteria	37.0
Pandoraea pulmonicola	Bacteria	37.0
